point,cell,grid,lat,lon
902229,1435,quarter,66.625,17.375
899349,1435,quarter,66.125,17.375
854700,1433,quarter,58.375,15.125
853254,1397,quarter,58.125,13.625
853259,1397,quarter,58.125,14.875
848935,1397,quarter,57.375,13.875
841743,1433,quarter,56.125,15.875
838855,1397,quarter,55.625,13.875
897916,1435,quarter,65.875,19.125
895022,1435,quarter,65.375,15.625
890718,1434,quarter,64.625,19.625
876290,1398,quarter,62.125,12.625
887832,1434,quarter,64.125,18.125
884936,1398,quarter,63.625,14.125
884946,1434,quarter,63.625,16.625
882059,1398,quarter,63.125,14.875
882065,1434,quarter,63.125,16.375
880621,1434,quarter,62.875,15.375
880633,1434,quarter,62.875,18.375
877736,1398,quarter,62.375,14.125
874851,1398,quarter,61.875,12.875
871971,1398,quarter,61.375,12.875
871976,1398,quarter,61.375,14.125
867650,1398,quarter,60.625,12.625
912317,1435,quarter,68.375,19.375
909441,1471,quarter,67.875,20.375
907991,1435,quarter,67.625,17.875
905111,1435,quarter,67.125,17.875
903689,1471,quarter,66.875,22.375
900785,1435,quarter,66.375,16.375
900789,1435,quarter,66.375,17.375
899350,1435,quarter,66.125,17.625
866231,1434,quarter,60.375,17.875
863337,1397,quarter,59.875,14.375
860464,1433,quarter,59.375,16.125
854697,1397,quarter,58.375,14.375
843183,1433,quarter,56.375,15.875
897907,1435,quarter,65.875,16.875
897913,1435,quarter,65.875,18.375
896481,1471,quarter,65.625,20.375
892155,1434,quarter,64.875,18.875
889265,1434,quarter,64.375,16.375
870531,1398,quarter,61.125,12.875
876306,1434,quarter,62.125,16.625
884945,1434,quarter,63.625,16.375
884948,1434,quarter,63.625,17.125
884958,1434,quarter,63.625,19.625
883498,1398,quarter,63.375,14.625
874858,1398,quarter,61.875,14.625
873421,1434,quarter,61.625,15.375
871975,1398,quarter,61.375,13.875
906560,1471,quarter,67.375,20.125
906549,1435,quarter,67.375,17.375
900797,1435,quarter,66.375,19.375
854694,1397,quarter,58.375,13.625
851807,1397,quarter,57.875,11.875
847505,1433,quarter,57.125,16.375
844623,1433,quarter,56.625,15.875
897901,1435,quarter,65.875,15.375
896486,1471,quarter,65.625,21.625
896489,1471,quarter,65.625,22.375
893601,1471,quarter,65.125,20.375
892154,1434,quarter,64.875,18.625
890696,1398,quarter,64.625,14.125
876296,1398,quarter,62.125,14.125
887828,1434,quarter,64.125,17.125
886398,1434,quarter,63.875,19.625
884937,1398,quarter,63.625,14.375
877734,1398,quarter,62.375,13.625
