network,station,lon,lat,eval_dataset,timefilter,anomaly,pearson_r,pearson_r_p-value,bias,rmsd,ubrmsd,n,pearson_sig
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2016,absolute,0.1583162817737211,0.0009092624784351904,-41.64440596073394,48.24113827261139,24.350582621670448,436,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2017,absolute,0.4624298839967401,1.7467093375187517e-23,-46.254002901678675,51.69422868675636,23.083771249303414,417,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2018,absolute,0.2111789006803096,0.00013138521935858222,-43.27924987089784,49.37508435805316,23.76563666256925,323,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,winter,absolute,0.1929019936070261,0.011979061306993008,-71.64545797633136,74.13240243052054,19.04052104020224,169,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,spring,absolute,-0.0825676523381836,0.12098428478542955,-44.04688893644069,48.51958649843464,20.347526852173953,354,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,summer,absolute,0.19732826061953251,7.91713207553857e-06,-23.599932472435647,27.455988631137558,14.031197347683207,505,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,fall,absolute,0.3783616231532358,2.3143244858155807e-18,-52.86612094567404,56.07833461363478,18.707027267744934,497,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2015-winter,absolute,0.05348601065726262,0.7910402117650602,-80.89910266666669,83.24523535789139,19.624076985143965,27,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2016-winter,absolute,0.10632553586781247,0.4397511490484513,-70.78571445454546,73.1632956674296,18.500012488624925,55,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2017-winter,absolute,0.17902818351285832,0.22856542940571914,-71.34144644680852,73.30327717844102,16.845428578000185,47,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2018-winter,absolute,0.3635126292812954,0.021129820398692385,-66.9386087,69.76723834218058,19.66444027179305,40,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2015-spring,absolute,0.2667657127242947,0.03037159893477525,-34.01202187121213,37.32392535443421,15.3706789731477,66,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2016-spring,absolute,-0.4807420916303296,6.178424561304447e-08,-45.013880377192976,49.84151263238032,21.399227903629786,114,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2017-spring,absolute,0.3735179871687481,6.321562514951941e-05,-42.512635146788995,47.39264038305495,20.946078758411367,109,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2018-spring,absolute,0.024094097429710942,0.848908486830306,-55.113009938461545,57.29939123510843,15.677256502241145,65,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2015-summer,absolute,0.12485059155247072,0.16884885599936947,-25.40825672682928,28.664952690016374,13.27026762444572,123,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2016-summer,absolute,0.0824110199025207,0.3295501316288404,-23.24895550619718,26.719613770318485,13.169048101736767,142,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2017-summer,absolute,0.4341300521922308,1.2899973808608066e-07,-26.877600955882354,29.885713407292204,13.067150902899881,136,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2018-summer,absolute,-0.0999868011666004,0.3125533955381945,-17.65427797403846,23.36373600841301,15.30328819196041,104,False
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2015-fall,absolute,0.3326331303447205,9.157442072639391e-05,-51.990574285714295,55.46825061302648,19.331503084632033,133,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2016-fall,absolute,0.4497847985912327,1.423148320804542e-07,-46.646501271999995,51.82118761250658,22.572979525350803,125,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2017-fall,absolute,0.20687183382696256,0.020626058857791698,-61.165122128,62.96080630819252,14.929533349859927,125,True
ICOS,Lanna,13.101768,58.34062900000001,ASCAT 12.5 TS,Y2018-fall,absolute,0.2787588402225473,0.002670713054769293,-51.60756846491228,53.19308363764497,12.890423733178231,114,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,No-Timefilter,absolute,0.2941816049141931,1.0689116704831404e-23,-62.00076260717489,63.30985495267868,12.807933879356096,1115,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2015,absolute,0.09791349454897584,0.10518696228708403,-63.28639791272728,64.59542669656031,12.938353424707696,275,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2016,absolute,0.4189167004370448,3.710757256885027e-15,-61.07842599690402,62.43712245099687,12.954541199961346,323,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2017,absolute,0.4141667459411503,2.122774655424771e-15,-62.68764023738871,64.01916128713876,12.988948124325088,337,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2018,absolute,0.3025139590367578,3.667215370384557e-05,-60.40569179999999,61.520414240273546,11.658205970828641,180,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,winter,absolute,-0.06384361421949344,0.6220281354678145,-73.19956156451613,74.46996350038076,13.696702176460464,62,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,spring,absolute,0.21398362413227615,0.0009629433781394588,-61.954485319148944,62.9080466224813,10.9116487615593,235,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,summer,absolute,0.22783980293228026,2.2717966778729072e-07,-59.141941599999996,59.95110775724196,9.816621878356392,505,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,fall,absolute,0.38770441021760377,1.1450519834774782e-12,-64.42968987859425,66.40477363654605,16.075105718753186,313,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2015-winter,absolute,0.18488050996770328,0.4930410896600704,-80.49234475,81.08812426063695,9.811540794169149,16,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2016-winter,absolute,-0.6687759000902053,0.06977320817222926,-72.63728,73.81856177845667,13.153159971711169,8,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2017-winter,absolute,-0.25050373919694163,0.2377455420969761,-65.83036370833334,67.18926113805941,13.444702536943312,24,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2018-winter,absolute,-0.033512450404213585,0.90945032977161,-77.81916657142857,78.69224522314943,11.689601036328765,14,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2015-spring,absolute,-0.00954062302688726,0.9540322719179288,-61.4101456923077,62.12999260048478,9.430269698467614,39,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2016-spring,absolute,0.2267215666589821,0.047385852064830605,-64.56336727272726,65.59432819016979,11.583932714179369,77,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2017-spring,absolute,0.6562168287191271,2.930562682758859e-10,-58.837973479452046,59.998454862027856,11.743400813311712,73,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2018-spring,absolute,-0.09633986874685094,0.5241829713218786,-62.99471791304348,63.47903726637791,7.826473492082782,46,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2015-summer,absolute,0.1949913997088655,0.032826692123138115,-61.82744721666667,62.46087647024521,8.872872145000654,120,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2016-summer,absolute,0.2700107723965548,0.0008677713258576731,-60.26765691946309,61.22255885507719,10.770851507716714,149,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2017-summer,absolute,0.009138798239593578,0.9134308734635296,-58.67911425000001,59.331829109029464,8.776530992284044,144,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2018-summer,absolute,0.2663052767312083,0.010290852936802791,-54.54036422826087,55.31281155082039,9.2117203336408,92,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2015-fall,absolute,0.12830598089482145,0.20330416843705448,-63.01592562,65.08020743436842,16.261196695048326,100,False
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2016-fall,absolute,0.6435650968490074,1.0317091176606533e-11,-58.38172130337078,60.50391636277993,15.883907355868413,89,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2017-fall,absolute,0.4872518537088006,4.792182032524472e-07,-70.84209911458333,72.39420302327218,14.910319393437007,96,True
ICOS,Norunda,17.479454999999998,60.086441,ASCAT 12.5 TS,Y2018-fall,absolute,-0.10384079403160676,0.5989942885092215,-66.71734496428573,67.54013694536964,10.51027970682915,28,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,No-Timefilter,absolute,-0.08832867626050014,0.0016630610939793544,-74.72516835256917,76.42007130235406,16.005515066284925,1265,True
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2015,absolute,-0.007426340365377773,0.9013667816026438,-70.65059558718859,73.15165980328952,18.96466912845382,281,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2016,absolute,-0.17500598004645052,0.001194847797409952,-76.83290368823529,78.29761993426862,15.073891276161584,340,True
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2017,absolute,-0.09606722224052966,0.07063066092788248,-72.14699581690142,74.16680636135044,17.190874336055856,355,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2018,absolute,-0.09117852269294656,0.12197414450772047,-79.37422088927335,79.94001453346598,9.494155140484843,289,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,winter,absolute,,,-55.7522,55.7522,0.0,1,
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,spring,absolute,-0.5839156139997566,1.2701772467939655e-14,-62.12234333793104,64.21143982754344,16.24572137303997,145,True
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,summer,absolute,-0.024923990631236317,0.4867246852389439,-74.3975479743918,76.31438997859388,16.996793027008852,781,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,fall,absolute,0.08282973063827326,0.12856693775738792,-80.94485507100593,81.37538773288907,8.359675006355332,338,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2015-winter,absolute,,,,,,0,
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2016-winter,absolute,,,,,,0,
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2017-winter,absolute,,,,,,0,
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2018-winter,absolute,,,-55.7522,55.7522,0.0,1,
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2015-spring,absolute,-0.4830102182767365,0.3318275418778855,-33.64168333333333,37.397165371433346,16.333558103427908,6,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2016-spring,absolute,-0.6608373497923911,4.677651097284181e-06,-54.40244558974359,55.092621589881276,8.69315060842966,39,True
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2017-spring,absolute,-0.7999446477155492,7.862535791201516e-16,-65.33843846969697,67.8158437581334,18.162519730730775,66,True
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2018-spring,absolute,0.09706623788657344,0.584989976577042,-69.76051079411765,70.20004708411072,7.843324827849366,34,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2015-summer,absolute,0.04764165028517982,0.5253712977649152,-67.08354425555557,70.08772958861827,20.299948990088534,180,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2016-summer,absolute,-0.07296237753556566,0.29612360721645736,-78.01425112560388,79.3895569876086,14.713204273711677,207,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2017-summer,absolute,0.0938407696638714,0.18515428672291628,-70.22575516915423,72.52750244055913,18.126828768080667,201,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2018-summer,absolute,-0.0738202729455566,0.3075981551436365,-81.68456077720207,82.14342512751023,8.670341533899363,193,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2015-fall,absolute,0.3253644560313894,0.0012940614329873812,-79.74662414736844,80.20198182475184,8.534273590422451,95,True
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2016-fall,absolute,-0.08307857450809436,0.4259873052990107,-83.53767971276595,83.87832705551749,7.551808911756807,94,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2017-fall,absolute,0.01212558841164791,0.9107236572708838,-81.64170212500002,82.01390343225506,7.804667214431944,88,False
ICOS,Stordalen,19.0452,68.356003,ASCAT 12.5 TS,Y2018-fall,absolute,0.0660941063950031,0.6127961851912606,-77.81016459016392,78.29010333200085,8.655551177537479,61,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,No-Timefilter,absolute,0.17227458910858803,7.194919709293563e-11,-66.7988398937677,67.36880403891668,8.744755369977208,1412,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2015,absolute,0.35372652698796314,1.2337685086856796e-11,-65.63035615317919,66.27530677520416,9.22348303810859,346,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2016,absolute,0.4005084400376032,4.5254005745365636e-15,-66.27043780508475,66.8637094757136,8.887334694666789,354,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2017,absolute,0.21064893163763465,8.867096845919499e-05,-67.8278722639296,68.27021468500881,7.758992027656598,341,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2018,absolute,0.09271756347575624,0.07447504727259156,-67.44695222641509,68.02324046175583,8.835716059580923,371,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,winter,absolute,-0.5443908875571495,0.002744691501621689,-65.05682399999999,65.59330988054539,8.372093652025033,28,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,spring,absolute,-0.11375317571114445,0.06147937098716276,-69.8995769114391,70.26485610645157,7.155358220393554,271,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,summer,absolute,0.27807068368594345,4.1064159862803353e-13,-68.70006799237804,69.07339944544334,7.171831620472347,656,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,fall,absolute,0.18948169965447495,4.570872335414005e-05,-62.337726284463905,63.10942418142871,9.839070189543225,457,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2015-winter,absolute,-0.42180810285641146,0.3458817020195171,-58.840842428571435,58.98477313177603,4.118097097339423,7,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2016-winter,absolute,0.9735673794857124,0.14669878928254726,-69.25999733333332,69.30550215446205,2.511055210226081,3,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2017-winter,absolute,0.0021756724353462487,0.9952407390759256,-65.76134880000001,66.08391055435753,6.52136781366179,10,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2018-winter,absolute,-0.9812753625328356,1.6183080397274772e-05,-68.038961875,68.95151373640013,11.180827943997402,8,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2015-spring,absolute,0.3638991328211209,0.003117766932157554,-66.74560528125,67.011012991882,5.958190819179159,64,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2016-spring,absolute,-0.21314867820493635,0.06271168270250026,-68.7472864025974,68.96952348270247,5.532249245134664,77,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2017-spring,absolute,0.2611400327741604,0.05413630845797589,-67.43229334545454,67.80873162863082,7.135117326032157,55,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2018-spring,absolute,0.11985095514131085,0.3057389318382011,-75.58332557333333,75.84305224918779,6.271321212354463,75,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2015-summer,absolute,0.3166720895191758,7.878090128166241e-05,-69.85930189333332,70.20892041946112,6.9978886417503245,150,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2016-summer,absolute,0.3558926046239549,1.908162068996457e-06,-69.82026658823528,70.17480262566441,7.045090283219353,170,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2017-summer,absolute,0.1834681742775919,0.016306336904377116,-68.03168316959065,68.38429021661008,6.935505283826928,171,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2018-summer,absolute,0.1283798224743907,0.10031273600145282,-67.18476470909091,67.58332947702421,7.328970881651921,165,False
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2015-fall,absolute,0.33375045035425344,0.00014260058792773378,-60.36482647999999,61.22988030813332,10.256020991974554,125,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2016-fall,absolute,0.25263335286205457,0.009672019756260659,-58.54777517307693,59.225694084750955,8.935371402652606,104,True
ICOS,Svartberget,19.774413,64.256125,ASCAT 12.5 TS,Y2017-fall,absolute,0.22769437250130875,0.019490354319741447,-67.89997140952381,68.529584245969,9.268106576383957,105,True
