network,station,station_code,lon,lat,cover,eval_dataset,timefilter,anomaly,pearson_r,pearson_r_p-value,bias,rmsd,ubrmsd,n,pearson_sig
ICOS,Degero,SE-Deg,19.556539,64.182029,Wetland,SMOS-BEC,Y2018-M11,absolute,-0.3371809465522582,0.2838144756101086,0.05500000416666673,0.09653828325505592,0.0793387652758729,12,False
ICOS,Degero,SE-Deg,19.556539,64.182029,Wetland,SMOS-BEC,Y2015-M12,absolute,,,,,,0,
ICOS,Degero,SE-Deg,19.556539,64.182029,Wetland,SMOS-BEC,Y2016-M12,absolute,,,,,,0,
ICOS,Degero,SE-Deg,19.556539,64.182029,Wetland,SMOS-BEC,Y2017-M12,absolute,,,,,,0,
ICOS,Degero,SE-Deg,19.556539,64.182029,Wetland,SMOS-BEC,Y2018-M12,absolute,,,,,,0,
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,No-Timefilter,absolute,0.03419308287770938,0.34715682652900637,0.060454357480606874,0.12249251171103091,0.1065349054858737,758,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015,absolute,0.010732168278442221,0.8866181075739786,0.10883296474301676,0.14166142403975007,0.09068266011876336,179,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016,absolute,0.023444972650749022,0.7337048561480366,0.053780755234741684,0.11883645717744779,0.10597043890098869,213,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017,absolute,0.1619537682074112,0.02481437437909594,0.07186823294947917,0.11420531241679872,0.08875703057751536,192,True
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018,absolute,0.1093898648780546,0.15075591291511617,0.006260348793103471,0.1141924749813219,0.11402074098754365,174,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,winter,absolute,-0.1241573533267982,0.1962517185803625,0.07147909529090918,0.14319965176797447,0.12408416177281571,110,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,spring,absolute,-0.053567196048561354,0.4605557828387595,0.07483385803281248,0.1269383884959585,0.10253413171171713,192,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,summer,absolute,0.019643842187512018,0.7611022906175103,0.050585128276859515,0.11346169131875869,0.101561312487221,242,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,fall,absolute,0.09856038038579117,0.15075484340034856,0.053046732257009344,0.11658110565716373,0.10381328620701656,214,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-winter,absolute,-0.2797023232446616,0.2609686291312192,0.07875000555555556,0.13471489390396169,0.10930022536370007,18,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-winter,absolute,-0.38917278205301126,0.013064193555314046,0.07559250450000007,0.15048827756456667,0.1301249205485542,40,True
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-winter,absolute,0.024341056839935857,0.9040771533904578,0.05710741177777778,0.13480968654695763,0.12211631793880905,27,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-winter,absolute,0.02796461928991926,0.8944383643760858,0.07518400336000006,0.14593863389515485,0.12508177525901823,25,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-spring,absolute,0.13488219742415306,0.4066399866608576,0.151247502875,0.16502183630992606,0.06600302518200889,40,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-spring,absolute,-0.02170158784747922,0.8715456190825287,0.08710172725862067,0.12836836677910385,0.0942959527132495,58,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-spring,absolute,0.15666190190271514,0.23604536366744477,0.07104237620847456,0.10178924465890232,0.07289740126289442,59,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-spring,absolute,0.21961978748701913,0.2049246006262209,-0.02643427857142855,0.1117937451708029,0.10862352588515312,35,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-summer,absolute,-0.12034489664840592,0.3474738595048033,0.10620159261904752,0.14221979436449567,0.09459223876332182,63,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-summer,absolute,0.010687151912723486,0.9348496329623549,0.035904922852459054,0.10132273713310515,0.09474773651704453,61,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-summer,absolute,-0.04201938318010462,0.7498973214370025,0.0663416706333334,0.10636398486025894,0.08313891996490999,60,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-summer,absolute,0.242278930407472,0.06689480259092283,-0.010686203862068977,0.09614023921541173,0.09554449562070488,58,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-fall,absolute,0.1066811510812226,0.42542108057356665,0.09177586446551719,0.12470260911503248,0.08442707753856929,58,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-fall,absolute,0.2343995118682653,0.08800217829583164,0.022027781666666607,0.09814442200994776,0.09564049564129402,54,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-fall,absolute,0.29932244604770397,0.043297612206299615,0.08880000378260872,0.12540711537933277,0.08855226657728169,46,True
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-fall,absolute,-0.06539154112791269,0.6320655238578734,0.013476788928571404,0.11672456103426948,0.1159439489961319,56,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M01,absolute,0.13403071192321903,0.5731894622064438,0.06716000289999993,0.12921355489970873,0.11038875296103326,20,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M02,absolute,-0.37627162408873527,0.04424369756699604,0.12075862410344823,0.1940044201314977,0.15183895987262538,29,True
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M03,absolute,-0.21788602117400785,0.1826955180239402,0.0700948758974359,0.10725688672958555,0.08118342271576263,39,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M04,absolute,-0.038119442803250345,0.7558217566478861,0.08800435211594204,0.13762874117522952,0.10581542612554946,69,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M05,absolute,-0.15386887704784025,0.16228184156639297,0.06621547959880958,0.1262146344283723,0.10745065939949976,84,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M06,absolute,-0.12877772529049858,0.25493565678202323,0.05873750467499997,0.13132396423899587,0.1174559029082805,80,False
